,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
572,573,Grassroots,"$19,492","$12,356",63.4%,"$7,136",36.6%,2012_boxofficemojo_rankings.csv,2012
573,574,In Over My Head,"$19,482","$19,482",100%,-,-,2012_boxofficemojo_rankings.csv,2012
574,575,Tchoupitoulas,"$19,375","$19,375",100%,-,-,2012_boxofficemojo_rankings.csv,2012
575,576,The Color Wheel,"$19,001","$19,001",100%,-,-,2012_boxofficemojo_rankings.csv,2012
576,577,Sophomore,"$18,945","$18,945",100%,-,-,2012_boxofficemojo_rankings.csv,2012
577,578,Wish Me Away,"$18,618","$18,618",100%,-,-,2012_boxofficemojo_rankings.csv,2012
578,579,Marcelino Pan y Vino 2012 Re-release,"$18,193","$18,193",100%,-,-,2012_boxofficemojo_rankings.csv,2012
579,580,Total Recall 2012 Re-release,"$18,081","$18,081",100%,-,-,2012_boxofficemojo_rankings.csv,2012
580,581,Payback,"$17,979","$17,979",100%,-,-,2012_boxofficemojo_rankings.csv,2012
581,582,Little Birds,"$17,739","$17,739",100%,-,-,2012_boxofficemojo_rankings.csv,2012
582,583,Grandmaster,"$17,077","$17,077",100%,-,-,2012_boxofficemojo_rankings.csv,2012
583,584,The Understudy,"$17,036","$17,036",100%,-,-,2012_boxofficemojo_rankings.csv,2012
584,585,The Prophet's Son,"$16,983","$16,983",100%,-,-,2012_boxofficemojo_rankings.csv,2012
585,586,Return,"$16,886","$16,124",95.5%,$762,4.5%,2012_boxofficemojo_rankings.csv,2012
586,587,Inventing Our Life: The Kibbutz Experiment,"$16,734","$16,734",100%,-,-,2012_boxofficemojo_rankings.csv,2012
587,588,Long Shot: The Kevin Laue Story,"$16,011","$16,011",100%,-,-,2012_boxofficemojo_rankings.csv,2012
588,589,Planet of Snail,"$16,002","$13,957",87.2%,"$2,045",12.8%,2012_boxofficemojo_rankings.csv,2012
589,590,Supercapitalist,"$16,000","$16,000",100%,-,-,2012_boxofficemojo_rankings.csv,2012
590,591,This Binary Universe,"$15,875","$15,875",100%,-,-,2012_boxofficemojo_rankings.csv,2012
591,592,Take Me Home,"$15,760","$15,760",100%,-,-,2012_boxofficemojo_rankings.csv,2012
592,593,California Solo,"$15,433","$15,433",100%,-,-,2012_boxofficemojo_rankings.csv,2012
593,594,Only the Young,"$15,312","$15,312",100%,-,-,2012_boxofficemojo_rankings.csv,2012
594,595,The Samaritan,"$15,220","$2,521",16.6%,"$12,699",83.4%,2012_boxofficemojo_rankings.csv,2012
595,596,Kung Fu Joe,"$15,120","$15,120",100%,-,-,2012_boxofficemojo_rankings.csv,2012
596,597,Trade of Innocents,"$15,091","$15,091",100%,-,-,2012_boxofficemojo_rankings.csv,2012
597,598,Caught in the Web,"$15,033","$1,067",7.1%,"$13,966",92.9%,2012_boxofficemojo_rankings.csv,2012
598,599,The Prey 2012 Re-release,"$14,738","$13,959",94.7%,$779,5.3%,2012_boxofficemojo_rankings.csv,2012
599,600,30 Beats,"$14,693","$14,693",100%,-,-,2012_boxofficemojo_rankings.csv,2012
600,601,Unraveled,"$14,615","$14,615",100%,-,-,2012_boxofficemojo_rankings.csv,2012
601,602,Tristana,"$14,586","$14,586",100%,-,-,2012_boxofficemojo_rankings.csv,2012
602,603,Never Stand Still,"$14,272","$14,272",100%,-,-,2012_boxofficemojo_rankings.csv,2012
603,604,We Won't Grow Old Together,"$14,104","$14,104",100%,-,-,2012_boxofficemojo_rankings.csv,2012
604,605,Gayby,"$14,062","$14,062",100%,-,-,2012_boxofficemojo_rankings.csv,2012
605,606,6 Month Rule,"$14,057","$14,057",100%,-,-,2012_boxofficemojo_rankings.csv,2012
606,607,Head Games,"$14,056","$14,056",100%,-,-,2012_boxofficemojo_rankings.csv,2012
607,608,Falling Away,"$13,869","$13,869",100%,-,-,2012_boxofficemojo_rankings.csv,2012
608,609,Daisies,"$13,692","$13,692",100%,-,-,2012_boxofficemojo_rankings.csv,2012
609,610,The Law in These Parts,"$13,683","$13,683",100%,-,-,2012_boxofficemojo_rankings.csv,2012
610,611,When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,"$13,598","$13,598",100%,-,-,2012_boxofficemojo_rankings.csv,2012
611,612,Dysfunctional Friends,"$13,546","$13,546",100%,-,-,2012_boxofficemojo_rankings.csv,2012
612,613,The Trouble with Bliss,"$13,093","$13,093",100%,-,-,2012_boxofficemojo_rankings.csv,2012
613,614,Nothing But a Man,"$13,063","$13,063",100%,-,-,2012_boxofficemojo_rankings.csv,2012
614,615,"How Much Does Your Building Weigh, Mr Foster? 2012 Re-release","$13,013","$13,013",100%,-,-,2012_boxofficemojo_rankings.csv,2012
615,616,Virginia,"$12,728","$12,728",100%,-,-,2012_boxofficemojo_rankings.csv,2012
616,617,Husbands in Goa,"$12,588","$10,135",80.5%,"$2,453",19.5%,2012_boxofficemojo_rankings.csv,2012
617,618,Around June,"$12,578","$12,578",100%,-,-,2012_boxofficemojo_rankings.csv,2012
618,619,Call Me Kuchu,"$12,110","$9,124",75.3%,"$2,986",24.7%,2012_boxofficemojo_rankings.csv,2012
619,620,Lost Angels: Skid Row Is My Home,"$12,025","$12,025",100%,-,-,2012_boxofficemojo_rankings.csv,2012
620,621,11 Flowers,"$11,599","$9,213",79.4%,"$2,386",20.6%,2012_boxofficemojo_rankings.csv,2012
621,622,Ultrasuede: In Search of Halston,"$11,539","$11,539",100%,-,-,2012_boxofficemojo_rankings.csv,2012
622,623,"Now, Forager","$11,146","$11,146",100%,-,-,2012_boxofficemojo_rankings.csv,2012
623,624,Wallander: Hämnden 2012 Re-release,"$10,960","$10,960",100%,-,-,2012_boxofficemojo_rankings.csv,2012
624,625,The Man Who Shook the Hand of Vicente Fernandez,"$10,782","$10,782",100%,-,-,2012_boxofficemojo_rankings.csv,2012
625,626,China Heavyweight,"$10,550","$10,550",100%,-,-,2012_boxofficemojo_rankings.csv,2012
626,627,Santa Mesa,"$10,490","$10,490",100%,-,-,2012_boxofficemojo_rankings.csv,2012
627,628,Neon Flesh 2012 Re-release,"$10,483",-,-,"$10,483",100%,2012_boxofficemojo_rankings.csv,2012
628,629,Putin's Kiss,"$10,082","$10,082",100%,-,-,2012_boxofficemojo_rankings.csv,2012
629,630,Arjun: The Warrior Prince,"$10,017","$10,017",100%,-,-,2012_boxofficemojo_rankings.csv,2012
630,631,The Do-Deca-Pentathlon,"$10,000","$10,000",100%,-,-,2012_boxofficemojo_rankings.csv,2012
631,632,The City Dark,"$9,269","$9,269",100%,-,-,2012_boxofficemojo_rankings.csv,2012
632,633,Decoding Deepak,"$9,100","$9,100",100%,-,-,2012_boxofficemojo_rankings.csv,2012
633,634,Money Fight,"$9,004","$9,004",100%,-,-,2012_boxofficemojo_rankings.csv,2012
634,635,Mosquita y Mari,"$9,000","$9,000",100%,-,-,2012_boxofficemojo_rankings.csv,2012
635,636,Three Stars,"$8,942","$8,942",100%,-,-,2012_boxofficemojo_rankings.csv,2012
636,637,Home Run Showdown,"$8,824","$8,824",100%,-,-,2012_boxofficemojo_rankings.csv,2012
637,638,The Man in the White Suit,"$8,718","$8,718",100%,-,-,2012_boxofficemojo_rankings.csv,2012
638,639,Man on a Mission: Richard Garriott's Road to the Stars,"$8,688","$8,688",100%,-,-,2012_boxofficemojo_rankings.csv,2012
639,640,"Small, Beautifully Moving Parts","$8,631","$8,631",100%,-,-,2012_boxofficemojo_rankings.csv,2012
640,641,General Education,"$8,601","$8,601",100%,-,-,2012_boxofficemojo_rankings.csv,2012
641,642,About Cherry,"$8,315","$3,003",36.1%,"$5,312",63.9%,2012_boxofficemojo_rankings.csv,2012
642,643,Brooklyn Brothers Beat the Best,"$8,210","$7,466",90.9%,$744,9.1%,2012_boxofficemojo_rankings.csv,2012
643,644,Restless City,"$8,100","$8,100",100%,-,-,2012_boxofficemojo_rankings.csv,2012
644,645,Roadie,"$7,825","$7,825",100%,-,-,2012_boxofficemojo_rankings.csv,2012
645,646,Photographic Memory,"$7,822","$7,822",100%,-,-,2012_boxofficemojo_rankings.csv,2012
646,647,Last Days Here,"$7,643","$7,643",100%,-,-,2012_boxofficemojo_rankings.csv,2012
647,648,Bel Borba Aqui,"$7,426","$7,426",100%,-,-,2012_boxofficemojo_rankings.csv,2012
648,649,Price Check,"$7,413","$7,413",100%,-,-,2012_boxofficemojo_rankings.csv,2012
649,650,The Giant Mechanical Man,"$7,396","$7,396",100%,-,-,2012_boxofficemojo_rankings.csv,2012
650,651,Domain 2012 Re-release,"$7,105","$7,105",100%,-,-,2012_boxofficemojo_rankings.csv,2012
651,652,"Love, Marilyn","$6,950","$6,950",100%,-,-,2012_boxofficemojo_rankings.csv,2012
652,653,Last Ride 2012 Re-release,"$6,853","$6,853",100%,-,-,2012_boxofficemojo_rankings.csv,2012
653,654,In Our Nature,"$6,543","$6,543",100%,-,-,2012_boxofficemojo_rankings.csv,2012
654,655,Windfall,"$6,504","$6,504",100%,-,-,2012_boxofficemojo_rankings.csv,2012
655,656,The Beat Hotel,"$6,480","$6,480",100%,-,-,2012_boxofficemojo_rankings.csv,2012
656,657,A Man Vanishes 2012 Re-release,"$6,201","$6,201",100%,-,-,2012_boxofficemojo_rankings.csv,2012
657,658,Crazy Eyes,"$6,141","$6,141",100%,-,-,2012_boxofficemojo_rankings.csv,2012
658,659,The Last Fall,"$6,100","$6,100",100%,-,-,2012_boxofficemojo_rankings.csv,2012
659,660,The Miners' Hymns,"$6,051","$6,051",100%,-,-,2012_boxofficemojo_rankings.csv,2012
660,661,American Animal,"$5,928","$5,928",100%,-,-,2012_boxofficemojo_rankings.csv,2012
661,662,BuzzKill,"$5,860","$5,860",100%,-,-,2012_boxofficemojo_rankings.csv,2012
662,663,Sushi: The Global Catch,"$5,757","$5,757",100%,-,-,2012_boxofficemojo_rankings.csv,2012
663,664,Save the Date,"$5,719","$5,719",100%,-,-,2012_boxofficemojo_rankings.csv,2012
664,665,Booker's Place: A Mississippi Story,"$5,549","$5,549",100%,-,-,2012_boxofficemojo_rankings.csv,2012
665,666,Downtown Express,"$5,010","$5,010",100%,-,-,2012_boxofficemojo_rankings.csv,2012
666,667,Newlyweds,"$5,000","$5,000",100%,-,-,2012_boxofficemojo_rankings.csv,2012
667,668,Bringing Up Bobby,"$4,975","$4,975",100%,-,-,2012_boxofficemojo_rankings.csv,2012
668,669,Art Is... The Permanent Revolution,"$4,291","$4,291",100%,-,-,2012_boxofficemojo_rankings.csv,2012
669,670,Jason Becker: Not Dead Yet,"$4,080","$1,294",31.7%,"$2,786",68.3%,2012_boxofficemojo_rankings.csv,2012
670,671,Yangsi,"$4,008","$4,008",100%,-,-,2012_boxofficemojo_rankings.csv,2012
671,672,Pickin' & Grinnin',"$4,000","$4,000",100%,-,-,2012_boxofficemojo_rankings.csv,2012
672,673,Free Radicals: A History of Experimental Film,"$3,804","$3,804",100%,-,-,2012_boxofficemojo_rankings.csv,2012
673,674,They Come to America,"$3,775","$3,775",100%,-,-,2012_boxofficemojo_rankings.csv,2012
674,675,Bad Blood,"$3,731","$3,731",100%,-,-,2012_boxofficemojo_rankings.csv,2012
675,676,After the Wizard,"$3,184","$3,184",100%,-,-,2012_boxofficemojo_rankings.csv,2012
676,677,Apart,"$3,161","$3,161",100%,-,-,2012_boxofficemojo_rankings.csv,2012
677,678,Carl,"$2,592","$2,592",100%,-,-,2012_boxofficemojo_rankings.csv,2012
678,679,The Ghastly Love of Johnny X,"$2,436","$2,436",100%,-,-,2012_boxofficemojo_rankings.csv,2012
679,680,Why Stop Now?,"$2,432","$2,432",100%,-,-,2012_boxofficemojo_rankings.csv,2012
680,681,The Night Watchman,"$2,219","$2,219",100%,-,-,2012_boxofficemojo_rankings.csv,2012
681,682,Scorn,"$2,206","$2,206",100%,-,-,2012_boxofficemojo_rankings.csv,2012
682,683,Patagonia Rising,"$2,064","$2,064",100%,-,-,2012_boxofficemojo_rankings.csv,2012
683,684,Split: A Deeper Divide,"$2,000","$2,000",100%,-,-,2012_boxofficemojo_rankings.csv,2012
684,685,I Kissed a Vampire,"$1,794","$1,794",100%,-,-,2012_boxofficemojo_rankings.csv,2012
685,686,Dystopia: 2013,"$1,708","$1,708",100%,-,-,2012_boxofficemojo_rankings.csv,2012
686,687,Where Are You Taking Me?,"$1,492","$1,492",100%,-,-,2012_boxofficemojo_rankings.csv,2012
687,688,Bestiaire,"$1,428","$1,428",100%,-,-,2012_boxofficemojo_rankings.csv,2012
688,689,Snowman's Land,"$1,190","$1,190",100%,-,-,2012_boxofficemojo_rankings.csv,2012
689,690,Jack & Diane,"$1,142","$1,142",100%,-,-,2012_boxofficemojo_rankings.csv,2012
690,691,The Loving Story,$700,$700,100%,-,-,2012_boxofficemojo_rankings.csv,2012
691,692,Nature Calls,$646,$646,100%,-,-,2012_boxofficemojo_rankings.csv,2012
692,693,Citizen Gangster,$625,$625,100%,-,-,2012_boxofficemojo_rankings.csv,2012
693,694,Gottfried Helnwein and the Dreaming Child,$601,$601,100%,-,-,2012_boxofficemojo_rankings.csv,2012
694,695,Meeting Evil,$525,$525,100%,-,-,2012_boxofficemojo_rankings.csv,2012
0,1,Avengers: Endgame,"$2,797,800,564","$858,373,000",30.7%,"$1,939,427,564",69.3%,2019_boxofficemojo_rankings.csv,2019
1,2,The Lion King,"$1,656,943,394","$543,638,043",32.8%,"$1,113,305,351",67.2%,2019_boxofficemojo_rankings.csv,2019
2,3,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%,2019_boxofficemojo_rankings.csv,2019
3,4,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%,2019_boxofficemojo_rankings.csv,2019
4,5,Captain Marvel,"$1,128,274,794","$426,829,839",37.8%,"$701,444,955",62.2%,2019_boxofficemojo_rankings.csv,2019
5,6,Joker,"$1,074,251,311","$335,451,311",31.2%,"$738,800,000",68.8%,2019_boxofficemojo_rankings.csv,2019
6,7,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%,2019_boxofficemojo_rankings.csv,2019
7,8,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%,2019_boxofficemojo_rankings.csv,2019
8,9,Aladdin,"$1,050,693,953","$355,559,216",33.8%,"$695,134,737",66.2%,2019_boxofficemojo_rankings.csv,2019
9,10,Jumanji: The Next Level,"$800,059,707","$320,314,960",40%,"$479,744,747",60%,2019_boxofficemojo_rankings.csv,2019
10,11,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%,2019_boxofficemojo_rankings.csv,2019
11,12,Ne Zha,"$726,063,471","$3,695,533",0.5%,"$722,367,938",99.5%,2019_boxofficemojo_rankings.csv,2019
12,13,The Wandering Earth,"$699,856,699","$5,971,413",0.9%,"$693,885,286",99.1%,2019_boxofficemojo_rankings.csv,2019
13,14,How to Train Your Dragon: The Hidden World,"$521,799,505","$160,799,505",30.8%,"$361,000,000",69.2%,2019_boxofficemojo_rankings.csv,2019
14,15,Maleficent: Mistress of Evil,"$491,730,089","$113,929,605",23.2%,"$377,800,484",76.8%,2019_boxofficemojo_rankings.csv,2019
15,16,It Chapter Two,"$473,093,228","$211,593,228",44.7%,"$261,500,000",55.3%,2019_boxofficemojo_rankings.csv,2019
16,17,"My People, My Country","$450,064,993","$2,356,683",0.5%,"$447,708,310",99.5%,2019_boxofficemojo_rankings.csv,2019
17,18,Pokémon Detective Pikachu,"$433,005,346","$144,105,346",33.3%,"$288,900,000",66.7%,2019_boxofficemojo_rankings.csv,2019
18,19,The Secret Life of Pets 2,"$430,051,293","$158,874,395",36.9%,"$271,176,898",63.1%,2019_boxofficemojo_rankings.csv,2019
19,20,The Captain,"$416,953,262","$706,572",0.2%,"$416,246,690",99.8%,2019_boxofficemojo_rankings.csv,2019
20,21,Alita: Battle Angel,"$404,852,543","$85,710,210",21.2%,"$319,142,333",78.8%,2019_boxofficemojo_rankings.csv,2019
21,22,Godzilla: King of the Monsters,"$386,600,138","$110,500,138",28.6%,"$276,100,000",71.4%,2019_boxofficemojo_rankings.csv,2019
22,23,1917,"$384,792,488","$159,227,644",41.4%,"$225,564,844",58.6%,2019_boxofficemojo_rankings.csv,2019
23,24,Once Upon a Time... In Hollywood,"$374,343,626","$142,502,728",38.1%,"$231,840,898",61.9%,2019_boxofficemojo_rankings.csv,2019
24,25,Shazam!,"$365,971,656","$140,371,656",38.4%,"$225,600,000",61.6%,2019_boxofficemojo_rankings.csv,2019
25,26,Dumbo,"$353,284,621","$114,766,307",32.5%,"$238,518,314",67.5%,2019_boxofficemojo_rankings.csv,2019
26,27,John Wick: Chapter 3 - Parabellum,"$326,709,727","$171,015,687",52.3%,"$155,694,040",47.7%,2019_boxofficemojo_rankings.csv,2019
27,28,Knives Out,"$311,390,805","$165,363,234",53.1%,"$146,027,571",46.9%,2019_boxofficemojo_rankings.csv,2019
28,29,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.8%,"$198,866,215",76.2%,2019_boxofficemojo_rankings.csv,2019
29,30,Parasite,"$257,500,210","$53,369,749",20.7%,"$204,130,461",79.3%,2019_boxofficemojo_rankings.csv,2019
30,31,Us,"$255,184,580","$175,084,580",68.6%,"$80,100,000",31.4%,2019_boxofficemojo_rankings.csv,2019
31,32,Men in Black: International,"$253,890,701","$80,001,807",31.5%,"$173,888,894",68.5%,2019_boxofficemojo_rankings.csv,2019
32,33,X-Men: Dark Phoenix,"$252,442,974","$65,845,974",26.1%,"$186,597,000",73.9%,2019_boxofficemojo_rankings.csv,2019
33,34,Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%,2019_boxofficemojo_rankings.csv,2019
34,35,The Bravest,"$245,179,562","$290,217",0.1%,"$244,889,345",99.9%,2019_boxofficemojo_rankings.csv,2019
35,36,Annabelle Comes Home,"$231,252,591","$74,152,591",32.1%,"$157,100,000",67.9%,2019_boxofficemojo_rankings.csv,2019
36,37,Better Days,"$225,820,914","$1,921,657",0.9%,"$223,899,257",99.1%,2019_boxofficemojo_rankings.csv,2019
37,38,Ford v Ferrari,"$225,508,210","$117,624,357",52.2%,"$107,883,853",47.8%,2019_boxofficemojo_rankings.csv,2019
38,39,Little Women,"$216,601,214","$108,101,214",49.9%,"$108,500,000",50.1%,2019_boxofficemojo_rankings.csv,2019
39,40,The Addams Family,"$203,044,905","$100,044,905",49.3%,"$103,000,000",50.7%,2019_boxofficemojo_rankings.csv,2019
40,41,Rocketman,"$195,179,299","$96,368,160",49.4%,"$98,811,139",50.6%,2019_boxofficemojo_rankings.csv,2019
41,42,Downton Abbey,"$193,820,755","$96,854,135",50%,"$96,966,620",50%,2019_boxofficemojo_rankings.csv,2019
42,43,Weathering with You,"$193,186,879","$7,798,743",4%,"$185,388,136",96%,2019_boxofficemojo_rankings.csv,2019
43,44,The LEGO Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%,2019_boxofficemojo_rankings.csv,2019
44,45,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.3%,"$188,786,919",99.7%,2019_boxofficemojo_rankings.csv,2019
45,46,Abominable,"$179,057,149","$60,716,390",33.9%,"$118,340,759",66.1%,2019_boxofficemojo_rankings.csv,2019
46,47,Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.2%,"$172,389,935",97.8%,2019_boxofficemojo_rankings.csv,2019
47,48,Gemini Man,"$173,469,516","$48,546,770",28%,"$124,922,746",72%,2019_boxofficemojo_rankings.csv,2019
48,49,Spies in Disguise,"$171,616,764","$66,757,013",38.9%,"$104,859,751",61.1%,2019_boxofficemojo_rankings.csv,2019
49,50,Hustlers,"$157,563,598","$104,963,598",66.6%,"$52,600,000",33.4%,2019_boxofficemojo_rankings.csv,2019
50,51,The Climbers,"$156,892,866","$487,157",0.3%,"$156,405,709",99.7%,2019_boxofficemojo_rankings.csv,2019
51,52,Escape Room,"$155,712,077","$57,005,601",36.6%,"$98,706,476",63.4%,2019_boxofficemojo_rankings.csv,2019
52,53,Yesterday,"$153,178,301","$73,286,650",47.8%,"$79,891,651",52.2%,2019_boxofficemojo_rankings.csv,2019
53,54,The Angry Birds Movie 2,"$147,792,047","$41,667,116",28.2%,"$106,124,931",71.8%,2019_boxofficemojo_rankings.csv,2019
54,55,Angel Has Fallen,"$146,661,977","$69,030,436",47.1%,"$77,631,541",52.9%,2019_boxofficemojo_rankings.csv,2019
55,56,Ad Astra,"$127,461,872","$50,188,370",39.4%,"$77,273,502",60.6%,2019_boxofficemojo_rankings.csv,2019
56,57,Midway,"$126,696,475","$56,846,802",44.9%,"$69,849,673",55.1%,2019_boxofficemojo_rankings.csv,2019
57,58,The Upside,"$125,852,517","$108,252,517",86%,"$17,600,000",14%,2019_boxofficemojo_rankings.csv,2019
58,59,The Curse of La Llorona,"$123,133,739","$54,733,739",44.5%,"$68,400,000",55.5%,2019_boxofficemojo_rankings.csv,2019
59,60,Looking Up,"$122,994,583","$84,267",<0.1%,"$122,910,316",99.9%,2019_boxofficemojo_rankings.csv,2019
60,61,Zombieland: Double Tap,"$122,810,399","$73,123,082",59.5%,"$49,687,317",40.5%,2019_boxofficemojo_rankings.csv,2019
61,62,Last Christmas,"$121,550,750","$35,150,750",28.9%,"$86,400,000",71.1%,2019_boxofficemojo_rankings.csv,2019
62,63,Extreme Job,"$119,932,733","$1,565,885",1.3%,"$118,366,848",98.7%,2019_boxofficemojo_rankings.csv,2019
63,64,Dora and the Lost City of Gold,"$119,682,635","$60,477,943",50.5%,"$59,204,692",49.5%,2019_boxofficemojo_rankings.csv,2019
64,65,Wonder Park,"$119,559,110","$45,216,793",37.8%,"$74,342,317",62.2%,2019_boxofficemojo_rankings.csv,2019
65,66,P Storm,"$117,991,727","$326,711",0.3%,"$117,665,016",99.7%,2019_boxofficemojo_rankings.csv,2019
66,67,The Gentlemen,"$115,171,795","$36,471,795",31.7%,"$78,700,000",68.3%,2019_boxofficemojo_rankings.csv,2019
67,68,Pet Sematary,"$113,118,226","$54,724,696",48.4%,"$58,393,530",51.6%,2019_boxofficemojo_rankings.csv,2019
68,69,Good Boys,"$111,037,232","$83,140,306",74.9%,"$27,896,926",25.1%,2019_boxofficemojo_rankings.csv,2019
69,70,Scary Stories to Tell in the Dark,"$104,545,505","$68,947,075",65.9%,"$35,598,430",34.1%,2019_boxofficemojo_rankings.csv,2019
70,71,Line Walker 2: Invisible Spy,"$99,482,027","$296,751",0.3%,"$99,185,276",99.7%,2019_boxofficemojo_rankings.csv,2019
71,72,The Hustle,"$95,017,038","$35,417,038",37.3%,"$59,600,000",62.7%,2019_boxofficemojo_rankings.csv,2019
72,73,Crawl,"$91,542,097","$39,014,193",42.6%,"$52,527,904",57.4%,2019_boxofficemojo_rankings.csv,2019
73,74,Five Feet Apart,"$91,522,094","$45,729,221",50%,"$45,792,873",50%,2019_boxofficemojo_rankings.csv,2019
74,75,Rambo: Last Blood,"$91,490,353","$44,819,352",49%,"$46,671,001",51%,2019_boxofficemojo_rankings.csv,2019
75,76,Jojo Rabbit,"$90,335,025","$33,370,906",36.9%,"$56,964,119",63.1%,2019_boxofficemojo_rankings.csv,2019
76,77,One Piece: Stampede,"$81,562,741","$1,298,528",1.6%,"$80,264,213",98.4%,2019_boxofficemojo_rankings.csv,2019
77,78,A Dog's Way Home,"$80,708,134","$42,004,346",52%,"$38,703,788",48%,2019_boxofficemojo_rankings.csv,2019
78,79,Cold Pursuit,"$76,419,755","$32,138,862",42.1%,"$44,280,893",57.9%,2019_boxofficemojo_rankings.csv,2019
79,80,A Dog's Journey,"$75,727,748","$22,782,371",30.1%,"$52,945,377",69.9%,2019_boxofficemojo_rankings.csv,2019
80,81,Tyler Perry's a Madea Family Funeral,"$74,747,725","$73,257,045",98%,"$1,490,680",2%,2019_boxofficemojo_rankings.csv,2019
81,82,Cats,"$73,834,284","$27,166,770",36.8%,"$46,667,514",63.2%,2019_boxofficemojo_rankings.csv,2019
82,83,Charlie's Angels,"$73,279,888","$17,803,077",24.3%,"$55,476,811",75.7%,2019_boxofficemojo_rankings.csv,2019
83,84,Doctor Sleep,"$72,381,712","$31,581,712",43.6%,"$40,800,000",56.4%,2019_boxofficemojo_rankings.csv,2019
84,85,What Men Want,"$72,216,294","$54,611,903",75.6%,"$17,604,391",24.4%,2019_boxofficemojo_rankings.csv,2019
85,86,After,"$69,746,452","$12,138,565",17.4%,"$57,607,887",82.6%,2019_boxofficemojo_rankings.csv,2019
86,87,Exit,"$69,501,772","$470,699",0.7%,"$69,031,073",99.3%,2019_boxofficemojo_rankings.csv,2019
87,88,Playing with Fire,"$68,631,669","$44,451,847",64.8%,"$24,179,822",35.2%,2019_boxofficemojo_rankings.csv,2019
88,89,A Beautiful Day in the Neighborhood,"$67,760,877","$61,704,055",91.1%,"$6,056,822",8.9%,2019_boxofficemojo_rankings.csv,2019
89,90,War,"$67,179,155","$4,654,000",6.9%,"$62,525,155",93.1%,2019_boxofficemojo_rankings.csv,2019
90,91,Happy Death Day 2U,"$64,600,152","$28,148,130",43.6%,"$36,452,022",56.4%,2019_boxofficemojo_rankings.csv,2019
91,92,White Snake,"$61,631,776","$34,730",<0.1%,"$61,597,046",99.9%,2019_boxofficemojo_rankings.csv,2019
92,93,Ashfall,"$61,255,955","$372,562",0.6%,"$60,883,393",99.4%,2019_boxofficemojo_rankings.csv,2019
93,94,Ma,"$61,105,672","$45,896,028",75.1%,"$15,209,644",24.9%,2019_boxofficemojo_rankings.csv,2019
94,95,Bombshell,"$59,636,523","$31,762,808",53.3%,"$27,873,715",46.7%,2019_boxofficemojo_rankings.csv,2019
95,96,Ready or Not,"$57,615,777","$28,714,231",49.8%,"$28,901,546",50.2%,2019_boxofficemojo_rankings.csv,2019
96,97,Long Shot,"$53,873,809","$30,316,271",56.3%,"$23,557,538",43.7%,2019_boxofficemojo_rankings.csv,2019
97,98,Breakthrough,"$50,444,358","$40,713,082",80.7%,"$9,731,276",19.3%,2019_boxofficemojo_rankings.csv,2019
98,99,Just Mercy,"$50,401,502","$36,001,502",71.4%,"$14,400,000",28.6%,2019_boxofficemojo_rankings.csv,2019
99,100,Uncut Gems,"$50,023,780","$50,023,780",100%,-,-,2019_boxofficemojo_rankings.csv,2019
100,101,21 Bridges,"$49,939,757","$28,539,757",57.1%,"$21,400,000",42.9%,2019_boxofficemojo_rankings.csv,2019
101,102,The Grudge,"$49,511,319","$21,221,803",42.9%,"$28,289,516",57.1%,2019_boxofficemojo_rankings.csv,2019
102,103,Little,"$48,987,096","$40,860,481",83.4%,"$8,126,615",16.6%,2019_boxofficemojo_rankings.csv,2019
103,104,Isn't It Romantic,"$48,791,187","$48,791,187",100%,-,-,2019_boxofficemojo_rankings.csv,2019
104,105,Countdown,"$48,021,766","$25,621,766",53.4%,"$22,400,000",46.6%,2019_boxofficemojo_rankings.csv,2019
105,106,Midsommar: The Directors Cut,"$47,863,365","$27,426,361",57.3%,"$20,437,004",42.7%,2019_boxofficemojo_rankings.csv,2019
106,107,Queen & Slim,"$47,802,566","$43,808,310",91.6%,"$3,994,256",8.4%,2019_boxofficemojo_rankings.csv,2019
107,108,47 Meters Down: Uncaged,"$47,582,563","$22,260,900",46.8%,"$25,321,663",53.2%,2019_boxofficemojo_rankings.csv,2019
108,109,Chasing the Dragon II: Wild Wild Bunch,"$45,733,356","$196,634",0.4%,"$45,536,722",99.6%,2019_boxofficemojo_rankings.csv,2019
109,110,Child's Play,"$44,902,237","$29,208,403",65%,"$15,693,834",35%,2019_boxofficemojo_rankings.csv,2019
110,111,Hellboy,"$44,664,690","$21,903,748",49%,"$22,760,942",51%,2019_boxofficemojo_rankings.csv,2019
